Name,URL,Category,License,Pricing,Execution Model,Tier,Evidence,Last Checked
LiuMengxuan04/MiniCode,https://github.com/LiuMengxuan04/MiniCode,Coding Agent,Unknown,Unknown,Unknown,green,"gh LiuMengxuan04/MiniCode *1090 pushed 2026-09-07; home https://liumengxuan04.github.io/MiniCode/; A lightweight terminal coding assistant with Claude Code-like workflow, tool loop, and TUI architecture, built for learn.",2026-09-08
Lody,https://lody.ai,Coding Agent,Unknown,Unknown,Unknown,green,"Lody team coding-agent workspace (lody.ai; LodyAI/Lody *970 pushed 2026-09-08): parallel ACP agents on git worktrees with live diffs, desktop+mobile — encyclopedia-grade harness.",2026-09-08
LodyAI/Lody,https://github.com/LodyAI/Lody,Coding Agent,Unknown,Unknown,Unknown,green,gh LodyAI/Lody *970 pushed 2026-09-08; home https://lody.ai; Share coding agents with your team on phone and desktop.,2026-09-08
MayDay-wpf/snow-cli,https://github.com/MayDay-wpf/snow-cli,Coding Agent,Unknown,Unknown,Unknown,green,"gh MayDay-wpf/snow-cli *1062 pushed 2026-08-25; Agentic coding in your terminal,Simultaneously compatible with OpenAI, Gemini, and Claude.运行在终端的 AI 编程智能体，同时兼容 Deepseek、.",2026-09-08
momozi1996/momo-code,https://github.com/momozi1996/momo-code,Coding Agent,Unknown,Unknown,Unknown,green,MOMO CODE (momozi.cc; momozi1996/momo-code *515 push 2026-08-14) — AI coding agent CLI on opencode with self-evolution/subagents; encyclopedia-grade coding harness.,2026-09-08
mvschwarz/openrig,https://github.com/mvschwarz/openrig,Coding Agent,Unknown,Unknown,Unknown,green,gh mvschwarz/openrig *66 pushed 2026-09-07; home https://openrig.dev; Multi-agent harness that runs Claude Code and  Codex together as one system.,2026-09-08
nohuman,https://github.com/no-human-ai/no_human,Coding Agent,Unknown,Unknown,Unknown,green,Open-source local coding factory ticket-to-reviewed-PR (*287 Sep 2026) - clear coding harness.,2026-09-08
oh-my-opencode,https://github.com/code-yeongyu/oh-my-opencode,Coding Agent,Unknown,Unknown,Unknown,green,gh stars=68799 pushed 2026-09-08; OmO: Drop your tokens. Ultrawork. Done.,2026-09-08
Open Session,https://github.com/tellahq/opensession,Coding Agent,Unknown,Unknown,Unknown,green,Self-hosted agent-infra server for coding sessions via Pi (*360 Sep 2026) - real coding-agent product.,2026-09-08
paean-ai/deeptide,https://github.com/paean-ai/deeptide,Coding Agent,Unknown,Unknown,Unknown,green,DeepTide DeepSeek-native coding agent macOS+CLI (*1098) - real maintained coding-agent product.,2026-09-08
Pixel Agents,https://github.com/pablodelucca/pixel-agents,Coding Agent,Unknown,Unknown,Unknown,green,Pixel Agents VS Code/CLI coding-agent orchestrator office (*9.2k Sep 2026) - coding-agent orchestration.,2026-09-08
qf-studio/pilot,https://github.com/qf-studio/pilot,Coding Agent,Unknown,Unknown,Unknown,green,gh qf-studio/pilot *679 pushed 2026-09-07; home https://pilot.quantflow.studio/; AI that ships your tickets..,2026-09-08
RA.Aid,https://github.com/ai-christianson/RA.Aid,Coding Agent,Unknown,Unknown,Unknown,green,gh ai-christianson/RA.Aid *2220 pushed 2026-01-30; home https://ra-aid.ai/; Develop software autonomously..,2026-09-08
rcarmo/piclaw,https://github.com/rcarmo/piclaw,Coding Agent,Unknown,Unknown,Unknown,green,gh rcarmo/piclaw *850 pushed 2026-09-08; home https://rcarmo.github.io/projects/piclaw/; pi coding agent in a technicolor web trenchcoat .,2026-09-08
risa-labs-inc/BossConsole,https://github.com/risa-labs-inc/BossConsole,Coding Agent,Unknown,Unknown,Unknown,green,"BOSS Console (bossconsole.ai; risa-labs-inc/BossConsole *501 push 2026-09-08, release v9.5.9) — open-source multi-platform harness giving Claude Code/Codex/Gemini/OpenCode a governed browser/terminal/editor workspace; encyclopedia-grade ADE.",2026-09-08
solo-agent/solo,https://github.com/solo-agent/solo,Coding Agent,Unknown,Unknown,Unknown,green,"Local-first multi-agent coding workspace (soloagent.team; *547): channels/tasks/teams coordinating Claude Code, Codex, OpenCode, Hermes, OpenClaw as teammates; distinct from Trae SOLO.",2026-09-08
SuperCoder,https://github.com/TransformerOptimus/SuperCoder,Coding Agent,Unknown,Unknown,Unknown,green,gh TransformerOptimus/SuperCoder *995 pushed 2026-07-07; home https://superagi.com; Open Source Autonomous Software Development System.,2026-09-08
Superlite,https://superlite.dev,Coding Agent,Unknown,Unknown,Unknown,green,url https://superlite.dev live-check 2026-09-08.,2026-09-08
tintinweb/pi-subagents,https://github.com/tintinweb/pi-subagents,Coding Agent,Unknown,Unknown,Unknown,green,"gh tintinweb/pi-subagents *1096 pushed 2026-09-03; home https://www.npmjs.com/package/@tintinweb/pi-subagents; Claude Code like Sub-Agents & Workflow Orchestration for Pi — parallel execution, live widget, fleet view, custom agent .",2026-09-08
tt-a1i/hive,https://github.com/tt-a1i/hive,Coding Agent,Unknown,Unknown,Unknown,green,Browser workbench orchestrating CLI coding agents as a local team (hivehq.dev; *527): Orchestrator+workers as real PTYs for Claude/Codex/Gemini/OpenCode; distinct from nwyin/hive.,2026-09-08
usewhale/Whale,https://github.com/usewhale/Whale,Coding Agent,Unknown,Unknown,Unknown,green,"gh usewhale/Whale *925 pushed 2026-08-11; home https://whale-site.pages.dev; Whale — blazingly fast, terminal-first AI coding agent for DeepSeek. ~98% prompt cache hit rate, 1M context, MCP tools, .",2026-09-08
vstorm-co/pydantic-deepagents,https://github.com/vstorm-co/pydantic-deepagents,Coding Agent,Unknown,Unknown,Unknown,green,"gh vstorm-co/pydantic-deepagents *1059 pushed 2026-08-22; home https://vstorm-co.github.io/pydantic-deepagents/; Open-source, self-hosted Claude Code - a terminal AI assistant and the Python framework behind it. Tool-calling, sandbox.",2026-09-08
xichan96/dinotty,https://github.com/xichan96/dinotty,Coding Agent,Unknown,Unknown,Unknown,green,"gh xichan96/dinotty *689 pushed 2026-09-06; home https://xichan96.github.io/dinotty/; Multi-device terminal server for AI coding agents. Server-side VTE, session persistence, file browser, web preview, plug.",2026-09-08
zhikunqingtao/zhikuncode,https://github.com/zhikunqingtao/zhikuncode,Coding Agent,Unknown,Unknown,Unknown,green,ZhikunCode (zhikunqingtao/zhikuncode *482 push 2026-09-06) — self-hosted multi-agent AI coding assistant with browser UI/Docker/CLI and SWE-bench evidence; encyclopedia-grade coding agent.,2026-09-08
huiliyi37/Tianshu-harness,https://github.com/huiliyi37/Tianshu-harness,Coding Agent,Unknown,Unknown,Unknown,green,"Tianshu TypeScript coding-agent runtime (TUI+GUI) with multi-agent orchestration and DeepSeek V4 prefix-cache engineering (*491, active Sep 2026) — clear coding harness.",2026-09-08
dcouple/Pane,https://github.com/dcouple/Pane,Coding Agent,Unknown,Unknown,Unknown,green,"Pane (runpane.com) terminal-first open-source manager to run any CLI coding agent on desktop/phone (*447, active Sep 2026) — clear agent cockpit/ADE.",2026-09-08
VisionForge-OU/foreman,https://github.com/VisionForge-OU/foreman,Coding Agent,Unknown,Unknown,Unknown,green,Foreman Boris-style agentic orchestrator TUI supervising headless Claude Code through a gated delivery pipeline (*448) — clear coding-agent orchestrator.,2026-09-08
linghungegeg/Linghun,https://github.com/linghungegeg/Linghun,Coding Agent,Unknown,Unknown,Unknown,green,Linghun local-first evidence-grounded AI coding terminal/runtime with tools/memory/agents (*436) — clear coding-agent product.,2026-09-08
deepagent-ltd/deepagent-code,https://github.com/deepagent-ltd/deepagent-code,Coding Agent,Unknown,Unknown,Unknown,green,"DeepAgent Code persistent-memory AI coding workspace with control plane and multi-specialist agents (*435, active Sep 2026; ≠ LangChain Deep Agents) — clear coding-agent product.",2026-09-08
JetBrains/thinkrail,https://github.com/JetBrains/thinkrail,Coding Agent,Unknown,Unknown,Unknown,green,"JetBrains incubator ThinkRail Worktree IDE hosting the pi coding agent (desktop+CLI, thinkrail.ai) (*424, active Sep 2026) — real vendor coding-agent IDE.",2026-09-08
mlhher/late-cli,https://github.com/mlhher/late-cli,Coding Agent,Unknown,Unknown,Unknown,green,"late-cli zero-config autonomous AI coding agent in Go with enforced ephemeral subagents (*423, active Sep 2026) — clear coding-agent CLI.",2026-09-08
OrionStarAI/EasyCode,https://github.com/OrionStarAI/EasyCode,Coding Agent,Unknown,Unknown,Unknown,green,"Easy Code (ex-DeepV) agentic CLI+VS Code assistant with tool orchestration, MCP, hooks/skills (*420) — real coding agent despite cooler Jun 2026 push.",2026-09-08
termio-sh/termio,https://github.com/termio-sh/termio,Coding Agent,Unknown,Unknown,Unknown,green,"Termio terminal-first Agentic Development Environment orchestrating Claude/Codex/OpenCode/Pi/Amp/etc. (termio.sh) (*419, active Sep 2026) — clear coding ADE.",2026-09-08
itmisx/deepx-code,https://github.com/itmisx/deepx-code,Coding Agent,Unknown,Unknown,Unknown,green,"itmisx/deepx-code (*389, push 2026-08-25) — DeepSeek-native Go terminal coding agent with CodeGraph, OCR, context compression, workflows; clear maintained coding ADE.",2026-09-08
getcrew44/crew44,https://github.com/getcrew44/crew44,Coding Agent,Unknown,Unknown,Unknown,green,"getcrew44/crew44 (*359, push 2026-06-11, crew44.io) - local-first desktop orchestrator for Claude Code/Codex/Gemini/Cursor specialist crews; clear coding ADE.",2026-09-08
KlaatAI/klaatcode,https://github.com/KlaatAI/klaatcode,Coding Agent,Unknown,Unknown,Unknown,green,"KlaatAI klaatcode (*359, push 2026-09-04) - terminal coding agent with model routing; clear coding ADE.",2026-09-08
owainlewis/machinist,https://github.com/owainlewis/machinist,Coding Agent,Unknown,Unknown,Unknown,green,"owainlewis machinist (*375, push 2026-09-07) - local AI software factory for coding CLIs with gated PRs; coding harness.",2026-09-08
thinkany-ai/dscode,https://github.com/thinkany-ai/dscode,Coding Agent,Unknown,Unknown,Unknown,green,"thinkany-ai/dscode (*366, push 2026-08-14, dscode.ai) - local-first multi-provider coding agent (DeepSeek default) with TUI+desktop; clear coding ADE.",2026-09-08
timwuhaotian/the-pair,https://github.com/timwuhaotian/the-pair,Coding Agent,Unknown,Unknown,Unknown,green,"timwuhaotian/the-pair (*360, push 2026-08-20) - desktop Mentor+Executor pair-programming ADE cross-checking Claude Code/Codex/Gemini/OpenCode; clear coding product.",2026-09-08
SakuraByteCore/codexmate,https://github.com/SakuraByteCore/codexmate,Coding Agent,Unknown,Unknown,Unknown,green,"Codex Mate (SakuraByteCore/codexmate *344, push 2026-09-08) — local-first dashboard/control plane to switch providers, manage sessions, and orchestrate Codex/Claude Code/Gemini CLI/OpenCode/Pi and more; encyclopedia-grade coding-agent orchestrator.",2026-09-08
automagik-dev/genie,https://github.com/automagik-dev/genie,Coding Agent,Unknown,Unknown,Unknown,green,"Genie (automagik-dev/genie *334, push 2026-09-07, docs.automagik.dev/genie) — planning/execution layer that interviews, plans, dispatches parallel coding agents in isolated worktrees, and reviews to PRs; encyclopedia-grade coding orchestrator.",2026-09-08
giuliastro/harness-remote,https://github.com/giuliastro/harness-remote,Coding Agent,Unknown,Unknown,Unknown,green,"Harness Remote (giuliastro/harness-remote *339, push 2026-09-07) — local-first native-session control plane to run/resume/hand off Codex/Claude Code/OpenCode/OMP/PI across desktop/web/Android; encyclopedia-grade coding-agent harness/orchestrator.",2026-09-08
7df-lab/devo,https://github.com/7df-lab/devo,Coding Agent,Unknown,Unknown,Unknown,green,"Devo (7df-lab/devo *318, push 2026-09-08, devo.7df.ai) — open-source coding agent with Desktop app, TUI/CLI, and model-neutral Rust runtime (MCP/skills/local code search); encyclopedia-grade coding ADE.",2026-09-08
Mng-dev-ai/agentrove,https://github.com/Mng-dev-ai/agentrove,Coding Agent,Unknown,Unknown,Unknown,green,"Agentrove (Mng-dev-ai/agentrove *322, push 2026-09-05) — self-hosted AI coding workspace to run/orchestrate Claude Code/Codex/Copilot/Cursor/Grok/OpenCode with multi-agent workflows and ACP sandboxes; encyclopedia-grade coding orchestrator.",2026-09-08
AdaL,https://sylph.ai/,Coding Agent,Unknown,Unknown,Unknown,green,"AdaL by SylphAI (sylph.ai → adalagent.ai; SylphAI-Inc/adal-cli *102, push 2026-08-25) — terminal-native self-evolving coding agent / multi-agent engineering system (Worker+Engineer agents, persistent memory); encyclopedia-grade coding ADE.",2026-09-08
horang-labs/tessera,https://github.com/horang-labs/tessera,Coding Agent,Unknown,Unknown,Unknown,green,"gh horang-labs/tessera *299 pushed 2026-09-07; home https://github.com/horang-labs/tessera; Tessera — a workspace for organizing AI coding sessions across projects, collections, tabs, panes, and Git worktrees.",2026-09-08
josstei/maestro-orchestrate,https://github.com/josstei/maestro-orchestrate,Coding Agent,Unknown,Unknown,Unknown,green,"gh josstei/maestro-orchestrate *462 pushed 2026-08-07; home https://josstei.github.io/maestro-orchestrate/; Multi-agent orchestration platform for Gemini CLI, Claude Code, Codex, and Qwen Code — 39 specialists, parallel subagent.",2026-09-08
Kode CLI,https://github.com/shareAI-lab/Kode,Coding Agent,Unknown,Unknown,Unknown,green,gh shareAI-lab/Kode-CLI *5216 pushed 2026-08-27; Kode CLI — Design for post-human workflows. One unit agent for every human & computer task..,2026-09-08
pulseaiclub/phi,https://github.com/pulseaiclub/phi,Coding Agent,Unknown,Unknown,Unknown,green,"gh pulseaiclub/phi *313 pushed 2026-09-08; home https://pulseaiclub.github.io/; a coding Agent, rpc plugin, sub-agents, hashline edits, and mcp.",2026-09-08
ralph-tui,https://github.com/subsy/ralph-tui,Coding Agent,Unknown,Unknown,Unknown,green,gh subsy/ralph-tui *2437 pushed 2026-09-04; home https://ralph-tui.com.,2026-09-08
robzilla1738/harness-terminal,https://github.com/robzilla1738/harness-terminal,Coding Agent,Unknown,Unknown,Unknown,green,"gh robzilla1738/harness-terminal *303 pushed 2026-06-13; home https://harnesscli.dev; The native macOS terminal that keeps your sessions running and tells you when a coding agent needs you. GPU-rendered, sc.",2026-09-08
yuuichieguchi/Calyx,https://github.com/yuuichieguchi/Calyx,Coding Agent,Unknown,Unknown,Unknown,green,gh yuuichieguchi/Calyx *300 pushed 2026-09-05; home https://help.getcalyx.app/; A native macOS terminal app built on Ghostty for running and supervising coding agents.,2026-09-08
FonaTech/Clouds-Coder,https://github.com/FonaTech/Clouds-Coder,Coding Agent,Unknown,Unknown,Unknown,green,gh FonaTech/Clouds-Coder *294 pushed 2026-09-03; Clouds Coder is a local-first coding agent platform centered on separating the CLI execution plane from the Web user pla.,2026-09-08
Intelligent-Internet/zenith,https://github.com/Intelligent-Internet/zenith,Coding Agent,Unknown,Unknown,Unknown,green,"gh Intelligent-Internet/zenith *292 pushed 2026-09-06; Zenith: a continuous-improvement harness for long-running agent tasks. Turns Claude Code, Codex, or Hermes into a multi-.",2026-09-08
PageAI-Pro/ralph-loop,https://github.com/PageAI-Pro/ralph-loop,Coding Agent,Unknown,Unknown,Unknown,green,gh PageAI-Pro/ralph-loop *295 pushed 2026-08-31; home https://ralphloop.sh; A long-running AI agent loop. Ralph automates software development tasks by iteratively working through a task list unti.,2026-09-08
WrongStack/WrongStack,https://github.com/WrongStack/WrongStack,Coding Agent,Unknown,Unknown,Unknown,green,"gh WrongStack/WrongStack *296 pushed 2026-09-07; home https://wrongstack.com/; An AI coding agent that reads your code, edits files, runs commands, and reasons through bugs — across a terminal REPL, .",2026-09-08
get-vix/vix,https://github.com/get-vix/vix,Coding Agent,Unknown,Unknown,Unknown,green,"gh get-vix/vix *275 pushed 2026-09-05; home https://getvix.dev; Sleek, Fast and Token Efficient AI Coding Agent.",2026-09-08
useagenthq/useagent,https://github.com/useagenthq/useagent,Coding Agent,Unknown,Unknown,Unknown,green,"gh useagenthq/useagent *284 pushed 2026-09-04; home https://useagent.org; The open-source AI coworker for your team: agents with their own cloud computer, your tools and context, handing back fi.",2026-09-08
BlackBeltTechnology/pi-agent-dashboard,https://github.com/BlackBeltTechnology/pi-agent-dashboard,Coding Agent,Unknown,Unknown,Unknown,green,"gh BlackBeltTechnology/pi-agent-dashboard *278 pushed 2026-09-07; home https://pi-dashboard.dev/; Real-time web dashboard for pi coding-agent sessions. Multi-session view, live chat mirroring, integrated terminal, diff.",2026-09-08
tomlin7/biscuit,https://github.com/tomlin7/biscuit,Coding Agent,Unknown,Unknown,Unknown,green,"gh tomlin7/biscuit *268 pushed 2026-08-05; home https://biscuit.tomlin7.com; biscuit is a native, extensible, AI code editor. lightweight <20 mb in size. install and start using in seconds..",2026-09-08
Cloudflare-Studio/ask-bonk,https://github.com/Cloudflare-Studio/ask-bonk,Coding Agent,Unknown,Unknown,Unknown,green,"gh Cloudflare-Studio/ask-bonk *256 pushed 2026-08-19; Bonk is a code & docs agent that can build, review and triage for you, built on Cloudflare Workers & OpenCode..",2026-09-08
umacloud/umadev,https://github.com/umacloud/umadev,Coding Agent,Unknown,Unknown,Unknown,green,"gh umacloud/umadev *257 pushed 2026-08-26; home https://umadev.goder.ai; UmaDev: A coding agent that works like a real dev team, commanding the Claude Code / Codex / OpenCode you already use..",2026-09-08
dedene/zentty,https://github.com/dedene/zentty,Coding Agent,Unknown,Unknown,Unknown,green,"gh dedene/zentty *254 pushed 2026-09-06; home https://zentty.org; A native macOS terminal for agent-driven development, built on Ghostty..",2026-09-08
h0x91b/dev-3.0,https://github.com/h0x91b/dev-3.0,Coding Agent,Unknown,Unknown,Unknown,green,gh h0x91b/dev-3.0 *252 pushed 2026-09-07; home https://dev3.h0x91b.com/; Mission control for the One Person Studio — run a fleet of AI coding agents in parallel without losing your mind. Kanban.,2026-09-08
H4D3ZS/vscodium-rust,https://github.com/H4D3ZS/vscodium-rust,Coding Agent,Unknown,Unknown,Unknown,green,"gh H4D3ZS/vscodium-rust *251 pushed 2026-09-08; home https://cyberifrit.xyz/; AI-native IDE with agentic workflows, iPhone emulation on Windows/Linux,  PyTorch ML Studio, and ROCm-optimized local AI.",2026-09-08
Jaxton07/percho,https://github.com/Jaxton07/percho,Coding Agent,Unknown,Unknown,Unknown,green,"gh Jaxton07/percho *277 pushed 2026-09-06; home https://www.percho.org/; Percho: Minimalist desktop GUI for the Pi coding agent — the same engine as the Pi CLI, in a clean visual interface. Mul.",2026-09-08
shep-ai/shep,https://github.com/shep-ai/shep,Coding Agent,Unknown,Unknown,Unknown,green,"gh shep-ai/shep *248 pushed 2026-09-07; home https://shep.bot; Ship features 10x faster. Built In Auto: Memory, K8S Agent & Security (SDD+SDLC) . 😇.",2026-09-08
LangcliTeam/langcli,https://github.com/LangcliTeam/langcli,Coding Agent,Unknown,Unknown,Unknown,green,gh LangcliTeam/langcli *236 pushed 2026-09-07; home https://langcli.com; Building agentic coding assistant in public.,2026-09-08
aduermael/herm,https://github.com/aduermael/herm,Coding Agent,Unknown,Unknown,Unknown,green,gh aduermael/herm *232 pushed 2026-08-12; home https://hermagent.com; Terminal-native AI coding agent running in containers..,2026-09-08
morganlinton/Albatross,https://github.com/morganlinton/Albatross,Coding Agent,Unknown,Unknown,Unknown,green,"gh morganlinton/Albatross *226 pushed 2026-08-25; home https://albatross.sh; Open source, terminal-first AI coding agent with fully transparent multi-model routing. Local (Ollama, LM Studio, MLX, l.",2026-09-08
coco-research/coco,https://github.com/coco-research/coco,Coding Agent,Unknown,Unknown,Unknown,green,"gh coco-research/coco *220 pushed 2026-09-06; home https://cocoresearch.org/coco/; CoCo Super Intelligence is the orchestration layer that turns Claude Code, Cursor, or Codex into an engineering departme.",2026-09-08
codehamr/codehamr,https://github.com/codehamr/codehamr,Coding Agent,Unknown,Unknown,Unknown,green,"gh codehamr/codehamr *216 pushed 2026-08-24; home https://codehamr.com; A minimal, local-first coding agent for the terminal..",2026-09-08
devcodex-labs/devcodex,https://github.com/devcodex-labs/devcodex,Coding Agent,Unknown,Unknown,Unknown,green,"gh devcodex-labs/devcodex *233 pushed 2026-09-07; home https://devcodex-labs.github.io/devcodex; Intent-driven AI coding workflow runtime for consistent context, skills, approvals, validation, and handoffs across six .",2026-09-08
fy0/CodeKanban,https://github.com/fy0/CodeKanban,Coding Agent,Unknown,Unknown,Unknown,green,gh fy0/CodeKanban *226 pushed 2026-09-06; Manage all your terminals and ai coding agents from one unified page..,2026-09-08
JayCRL/MobileVC,https://github.com/JayCRL/MobileVC,Coding Agent,Unknown,Unknown,Unknown,green,gh JayCRL/MobileVC *210 pushed 2026-06-30; home https://www.mobilevc.top; Turn your phone into the control center for an AI coding assistant CLI session (Claude or Codex) running on your compute.,2026-09-08
ryanlab/bivor,https://github.com/ryanlab/bivor,Coding Agent,Unknown,Unknown,Unknown,green,gh ryanlab/bivor *208 pushed 2026-08-18; home https://bivor.dev; Bivor — a macOS desktop workbench for the pi coding agent.,2026-09-08
sevensir888/codex-command-center,https://github.com/sevensir888/codex-command-center,Coding Agent,Unknown,Unknown,Unknown,green,"gh sevensir888/codex-command-center *207 pushed 2026-09-07; A local desktop control center for organizing Codex projects, engineering tasks, sessions, Git changes, Skills, and MCP .",2026-09-08
shirenchuang/agentbro,https://github.com/shirenchuang/agentbro,Coding Agent,Unknown,Unknown,Unknown,green,"gh shirenchuang/agentbro *213 pushed 2026-08-04; home https://www.agentbro.net/; A macOS Dynamic Island for AI coding agents: Claude Code, Codex, Gemini CLI, Cursor, hooks, skills, and local agent mana.",2026-09-08
mercurialsolo/claudectl,https://github.com/mercurialsolo/claudectl,Coding Agent,Unknown,Unknown,Unknown,green,gh mercurialsolo/claudectl *198 pushed 2026-07-10; home https://mercurialsolo.github.io/claudectl/; Orchestrate a swarm of Claude Code agents with a local brain that learns from you..,2026-09-08
omp,https://omp.sh,Coding Agent,Unknown,Unknown,Unknown,green,url https://omp.sh status=200 title=omp — a coding agent with the IDE wired in live-check 2026-09-08.,2026-09-08
peintune/runjam,https://github.com/peintune/runjam,Coding Agent,Unknown,Unknown,Unknown,green,"gh peintune/runjam *211 pushed 2026-09-04; home https://runjam.app; One desktop for all your AI coding Agent — Claude Code, Codex CLI & Gemini CLI. Auto-detect, one-click install, unified .",2026-09-08
PinkCode,https://github.com/3xian/PinkCode,Coding Agent,Unknown,Unknown,Unknown,green,"gh 3xian/PinkCode *8 pushed 2026-09-04; home https://3xian.github.io/PinkCode/; Desktop GUI for Grok Build: multi-session task board, live timeline, workspace browser, permission management, and usage.",2026-09-08
Yapie0/carboncode,https://github.com/Yapie0/carboncode,Coding Agent,Unknown,Unknown,Unknown,green,gh Yapie0/carboncode *195 pushed 2026-08-10; home https://yapie0.github.io/carboncode/; Carbon Code 是一款类似 Claude Code 的代码开发工具，也是中国第一个基于 DeepSeek 的代码开发工具，Token 成本节省 90% 以上。它可以实现自动任务拆分、自动开发、MCP 测试，以及与 Claude、Co.,2026-09-08
chokwinlee/deepseek-harness-desktop,https://github.com/chokwinlee/deepseek-harness-desktop,Coding Agent,Unknown,Unknown,Unknown,green,gh chokwinlee/deepseek-harness-desktop *212 pushed 2026-09-04; Compact DeepSeek Harness desktop host with a native SwiftUI iPhone Remote source preview..,2026-09-08
DLYZZT/pi-desktop,https://github.com/DLYZZT/pi-desktop,Coding Agent,Unknown,Unknown,Unknown,green,"gh DLYZZT/pi-desktop *196 pushed 2026-09-05; home https://pi-desktop.app; A local-first, cross-platform Electron desktop workspace for Pi Coding Agent, with sessions, project files, browser tool.",2026-09-08
havingautism/Codemini-CLI,https://github.com/havingautism/Codemini-CLI,Coding Agent,Unknown,Unknown,Unknown,green,"gh havingautism/Codemini-CLI *192 pushed 2026-09-07; Terminal-first AI workspace with coding agents, workflows and built-in web UI..",2026-09-08
illegalstudio/lazyagent,https://github.com/illegalstudio/lazyagent,Coding Agent,Unknown,Unknown,Unknown,green,"gh illegalstudio/lazyagent *186 pushed 2026-09-07; home https://lazyagent.dev/; Monitor all your coding agents from one terminal - Claude Code, Cursor, OpenCode, pi and more.",2026-09-08
KomorGiaoGiao/FirstCoder,https://github.com/KomorGiaoGiao/FirstCoder,Coding Agent,Unknown,Unknown,Unknown,green,"gh KomorGiaoGiao/FirstCoder *195 pushed 2026-09-08; home https://komorgiaogiao.github.io/FirstCoder/; FirstCoder is an open-source local coding agent that’s useful enough to run, small enough to read end to end, and struct.",2026-09-08
opensolon/soloncode,https://github.com/opensolon/soloncode,Coding Agent,Unknown,Unknown,Unknown,green,gh opensolon/soloncode *191 pushed 2026-09-06; home https://solon.noear.org/article/soloncode; The open source coding agent..,2026-09-08
phuryn/grok-build-vscode,https://github.com/phuryn/grok-build-vscode,Coding Agent,Unknown,Unknown,Unknown,green,"gh phuryn/grok-build-vscode *190 pushed 2026-09-07; Grok Build Desktop (Windows, macOS) + GUI for Grok Build CLI (Grok 4.6; extensions for VS Code, Cursor, and more). New: .",2026-09-08
VOBC/oh-my-coder,https://github.com/VOBC/oh-my-coder,Coding Agent,Unknown,Unknown,Unknown,green,gh VOBC/oh-my-coder *189 pushed 2026-08-16; home https://vobc.github.io/oh-my-coder; Multi-Agent AI Coding Assistant - 支持 DeepSeek / GLM / MiMo 等 12+ 国产大模型，多智能体协作编程.,2026-09-08
Hilbert-beinghappy/seektty,https://github.com/Hilbert-beinghappy/seektty,Coding Agent,Unknown,Unknown,Unknown,green,gh Hilbert-beinghappy/seektty *187 pushed 2026-09-07; 面向 DeepSeek Harness 的 Claude Code 风格终端界面，支持 Windows、macOS 与 Linux，兼容透明终端、VS Code 主题和自定义配色。.,2026-09-08
icoretech/codex-pooler,https://github.com/icoretech/codex-pooler,Coding Agent,Unknown,Unknown,Unknown,green,"gh icoretech/codex-pooler *186 pushed 2026-09-07; home https://docs.codex-pooler.com/; The full featured self-hosted Codex gateway, for teams, agents and you.",2026-09-08
ItsWendell/palot,https://github.com/ItsWendell/palot,Coding Agent,Unknown,Unknown,Unknown,green,"gh ItsWendell/palot *179 pushed 2026-05-18; Open-source OpenAI Codex alternative | Multi-agent desktop GUI for OpenCode | manage coding sessions, visualize diffs, a.",2026-09-08
pnegahdar/nano,https://github.com/pnegahdar/nano,Coding Agent,Unknown,Unknown,Unknown,green,gh pnegahdar/nano *178 pushed 2026-05-17; One file. Under 200 lines. Zero dependencies. It's a coding agent..,2026-09-08
ZingerLittleBee/Heeler,https://github.com/ZingerLittleBee/Heeler,Coding Agent,Unknown,Unknown,Unknown,green,"gh ZingerLittleBee/Heeler *248 pushed 2026-09-07; home https://heeler.bybee.dev; Native iOS agent console for herdr — watch and drive the coding agents on your machines over SSH, with a real libghostty.",2026-09-08
alvarolorentedev/opencode-mobile,https://github.com/alvarolorentedev/opencode-mobile,Coding Agent,Unknown,Unknown,Unknown,green,gh alvarolorentedev/opencode-mobile *179 pushed 2026-09-07; home https://getopencode.app/; Mobile app to interact with the opencode server..,2026-09-08
sinameraji/kimiflare,https://github.com/sinameraji/kimiflare,Coding Agent,Unknown,Unknown,Unknown,green,gh sinameraji/kimiflare *172 pushed 2026-08-20; home https://kimiflare.com; Moonshot kimi k3 terminal based coding agent & harness running on your own Cloudflare account. .,2026-09-08
bbarit/bbarit-agent-oss,https://github.com/bbarit/bbarit-agent-oss,Coding Agent,Unknown,Unknown,Unknown,green,"gh bbarit/bbarit-agent-oss *160 pushed 2026-07-21; home https://bbarit.com; Open-source AI coding agent for your terminal — one Rust binary, 15+ LLM providers, 1,000+ models. A self-hostable Claud.",2026-09-08
cocode-agency/cocode,https://github.com/cocode-agency/cocode,Coding Agent,Unknown,Unknown,Unknown,green,"gh cocode-agency/cocode *163 pushed 2026-09-03; home https://cocode.agency; Best ready-to-run DeepSeek Harness distribution: DSH desktop GUI, DSH terminal TUI, and harness integration..",2026-09-08
epilande/ccmux,https://github.com/epilande/ccmux,Coding Agent,Unknown,Unknown,Unknown,green,"gh epilande/ccmux *160 pushed 2026-09-07; 🔮 Run all your AI coding agents in tmux: jump to the one that needs you, spawn them into worktrees, and hand work betwee.",2026-09-08
